case_number,date,year,country,activity,sex_,age,fatal_yn,species_,Year_2,Type_attack,country_2,Gender2,Ages_2,Months,Fatality
1908.06.18,18-Jun-1908,1908.0,USA,The 168-ton Belmore foundered in heavy seas,M,,Y,,1908,Unprovoked,USA,M,No_Info,Jun,Y
1908.06.08,08-Jun-1908,1908.0,USA,The British steamer Caribbee foundered,M,,Y,,1908,Sea Disaster,USA,M,No_Info,Jun,Y
1908.06.02.R,Reported 02-Jun-1908,1908.0,USA,.,.,,Y,Allegedly a 33-foot shark,1908,Sea Disaster,USA,No_Info,No_Info,Jun,Y
1908.05.13,13-May-1908,1908.0,USA,native boats sunk in storm,F,,Y,,1908,Sea Disaster,USA,F,No_Info,May,Y
1908.05.10,10-May-1908,1908.0,USA,,M,,,Questionable,1908,No_Info,USA,M,No_Info,May,nan
1908.01.08,08-Jan-1908,1908.0,USA,Gathering fish stunned by dynamite,M,,Y,,1908,Unprovoked,USA,M,No_Info,Jan,Y
1907.12.21,21-Dec-1907,1907.0,USA,Bathing,M,,Y,Bull shark,1907,Unprovoked,USA,M,No_Info,Dec,Y
1907.10.18.R,Reported 18-Oct-1907,1907.0,USA,Bathing,M,,Y,,1907,Unprovoked,USA,M,No_Info,Oct,Y
1907.10.16.R,Reported 16-Oct-1907,1907.0,USA,Fishing,M,,N,Shark involvement probable,1907,Unprovoked,USA,M,No_Info,Oct,N
1907.10.16.R,Reported 16-Oct-1907,1907.0,USA,Fishing,M,,Y,Shark involvement probable,1907,Unprovoked,USA,M,No_Info,Oct,Y
1907.10.14,14-Oct-1907,1907.0,USA,Bathing,M,,N,,1907,Unprovoked,USA,M,No_Info,Oct,N
1907.10.12,12-Oct-1907,1907.0,USA,Reached out to disentangle rope & fell overboard,M,,,Invalid,1907,No_Info,USA,M,No_Info,Oct,nan
1907.10.08,08-Oct-1907,1907.0,USA,"Diving, retrieving fish caught in net ",M,,N,,1907,Unprovoked,USA,M,No_Info,Oct,N
1907.09.18.R,Reported 19-Sep-1907,1907.0,USA,Swimming,M,,,Questionable,1907,No_Info,USA,M,No_Info,Sep,nan
1907.09.11,11-Sep-1907,1907.0,USA,Swimming,F,,Y,,1907,Unprovoked,USA,F,No_Info,Sep,Y
1907.08.12.b..R,Reported 12-Aug-1907,1907.0,USA,Swimming,F,,Y,,1907,Unprovoked,USA,F,No_Info,Aug,Y
1907.08.12.a..R,Reported 12-Aug-1907,1907.0,USA,Swimming,M,,Y,,1907,Unprovoked,USA,M,No_Info,Aug,Y
1907.08.08.R,Reported 08-Aug-1907,1907.0,USA,Wading,M,,N,,1907,Unprovoked,USA,M,No_Info,Aug,N
1907.07.14.R,Reported 14-Jul-1907,1907.0,USA,Swimming,F,,Y,,1907,Unprovoked,USA,F,No_Info,Jul,Y
1907.07.04.R,Reported 04-Jul-1907,1907.0,USA,.,M,,,Questionable,1907,No_Info,USA,M,No_Info,Jul,nan
1907.07.00,Jul-1907,1907.0,USA,Floating in creek,M,,N,1.5 m [5'] shark,1907,Unprovoked,USA,M,No_Info,No_Info,N
1907.04.20,20-Apr-1907,1907.0,USA,Bathing,M,,N,,1907,Unprovoked,USA,M,No_Info,Apr,N
1907.03.26,26-Mar-1907,1907.0,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,,Y,,1907,Unprovoked,USA,M,No_Info,Mar,Y
1907.03.07,07-Mar-1907,1907.0,USA,Fishing,M,,Y,"White shark, 6 m ",1907,Unprovoked,USA,M,No_Info,Mar,Y
1907.02.09,09-Feb-1907,1907.0,USA,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",M,,N,,1907,Unprovoked,USA,M,No_Info,Feb,N
1907.02.05,05-Feb-1907,1907.0,USA,Standing,M,55,Y,,1907,Unprovoked,USA,M,55,Feb,Y
1907.02.03,03-Feb-1907,1907.0,USA,Bathing,M,18,Y,,1907,Unprovoked,USA,M,18,Feb,Y
1907.00.00.b,1907,1907.0,USA,Fishing,M,20,N,,1907,Unprovoked,USA,M,20,No_Info,N
1907.00.00.a,1907,1907.0,USA,"Net fishing, fell into the water",M,,Y,,1907,Unprovoked,USA,M,No_Info,No_Info,Y
1906.11.16,16-Nov-1906,1906.0,USA,Fishing,M,,N,,1906,Unprovoked,USA,M,No_Info,Nov,N
1906.10.10.d.R,Reported 10-Oct-1906,1906.0,USA,,M,,N,,1906,Unprovoked,USA,M,No_Info,Oct,N
1906.10.10.c.R,Reported 10-Oct-1906,1906.0,USA,Swimming,M,,Y,,1906,Unprovoked,USA,M,No_Info,Oct,Y
1906.10.10.b.R,Reported 10-Oct-1906,1906.0,USA,Diving,M,,N,,1906,Unprovoked,USA,M,No_Info,Oct,N
1906.10.10.a.R,Reported 10-Oct-1906,1906.0,USA,Swimming,M,,Y,,1906,Unprovoked,USA,M,No_Info,Oct,Y
1906.09.27.R.b,Reported 27-Sep-1906,1906.0,USA,Swimming,M,,N,,1906,Unprovoked,USA,M,No_Info,Sep,N
1906.09.27.R.a,Reported 27-Sep-1906,1906.0,USA,Swimming,M,,Y,,1906,Unprovoked,USA,M,No_Info,Sep,Y
1906.09.05.R,Reported 05-Sep-1906,1906.0,USA,Swimming,M,,Y,,1906,Unprovoked,USA,M,No_Info,Sep,Y
1906.09.00,Sep-1906,1906.0,USA,Fishing,M,,N,"Shortfin mako shark, 175-lb ",1906,Provoked,USA,M,No_Info,No_Info,N
1906.08.20,20-Aug-1906,1906.0,USA,Diving around anchored liner,M,,N,,1906,Unprovoked,USA,M,No_Info,Aug,N
1906.08.04,04-Aug-1906,1906.0,USA,Fell overboard,M,,Y,Remains recovered 5 days later,1906,Unprovoked,USA,M,No_Info,Aug,Y
1906.07.05.R,Reported 05-Jul-1906,1906.0,USA,Swimming,M,,Y,Fishermen recovered partial remains from shark a week later,1906,Unprovoked,USA,M,No_Info,Jul,Y
1906.07.00,Jul-1906,1906.0,USA,,M,,,Questionable,1906,No_Info,USA,M,No_Info,No_Info,nan
1906.04.27.R,Reported 27-Apr-1906,1906.0,USA,Hard hat diving,M,,Y,,1906,Unprovoked,USA,M,No_Info,Apr,Y
1906.04.16,16-Apr-1906,1906.0,USA,Shooting sharks ,M,,N,13' shark,1906,Provoked,USA,M,No_Info,Apr,N
1906.04.14,14-Apr-1906,1906.0,USA,Diving for beche-de-mer ,M,17,Y,,1906,Unprovoked,USA,M,17,Apr,Y
1906.04.10.R.a & b,Reported 10-April 1906,1906.0,USA,The schooner Tahitienne foundered in a hurricane,M,,Y,,1906,Sea Disaster,USA,M,No_Info,No_Info,Y
1906.04.02.R,Reported 02-April 1906,1906.0,USA,.,M,18,,Questionable,1906,No_Info,USA,M,18,No_Info,nan
1906.02.14.R,Reported 14-Feb-1906,1906.0,USA,Swimming,M,,,Questionable,1906,No_Info,USA,M,No_Info,Feb,nan
1906.01.28,28-Jan-1906,1906.0,USA,Bathing,M,31 or 33,Y,,1906,Unprovoked,USA,M,No_Info,Jan,Y
1906.01.20,20-Jan-1906,1906.0,USA,Washing horses,M,30,Y,1.8 m to 2.7 m [6' to 9'] shark,1906,Unprovoked,USA,M,30,Jan,Y
1905.12.31,31-Dec-1905,1905.0,USA,Floating or standing,M,,Y,2.4 m [8'] shark,1905,Unprovoked,USA,M,No_Info,Dec,Y
1905.12.29,29-Dec-1905,1905.0,USA,Bathing,M,,,Shark involvement not confirmed,1905,No_Info,USA,M,No_Info,Dec,nan
1905.09.29,29-Sep-1905,1905.0,USA,Swimming,M,,Y,,1905,Unprovoked,USA,M,No_Info,Sep,Y
,Reported 06-Sep-1905,1905.0,USA,Fishing,M,,N,,1905,Provoked,USA,M,No_Info,Sep,N
1905.08.24,24-Aug-1905,1905.0,USA,Human head found in shark caught by British steamer Syria,M,,,"Tiger shark, 3.9 m",1905,No_Info,USA,M,No_Info,Aug,nan
1905.08.00.b,Late Aug-1905,1905.0,USA,Swimming from naptha launch after a day of fishing,M,,N,,1905,Unprovoked,USA,M,No_Info,No_Info,N
1905.08.00.a,Aug-1905,1905.0,USA,Bathing,M,21,N,,1905,Unprovoked,USA,M,21,No_Info,N
1905.07.29,29-Jul-1905,1905.0,USA,Wading,M,16,Y,,1905,Unprovoked,USA,M,16,Jul,Y
1905.07.25.R,Reported 25-Jul-1905,1905.0,USA,,M,8,,Shark involvement prior to death was not confirmed,1905,No_Info,USA,M,8,Jul,nan
1905.07.02,10-Jul-1905,1905.0,USA,Jumped or fell overboard,M,,Y,,1905,Unprovoked,USA,M,No_Info,Jul,Y
1905.07.00,Jul-1905,1905.0,USA,Fishing,M,,Y,,1905,Unprovoked,USA,M,No_Info,No_Info,Y
1905.05.22,22-May-1905,1905.0,USA,Swimming,M,,N,,1905,Unprovoked,USA,M,No_Info,May,N
1905.04.06,06-Apr-1905,1905.0,USA,Swimming,M,26,Y,,1905,Unprovoked,USA,M,26,Apr,Y
1905.03.26,26-Mar-1905,1905.0,USA,Bathing,M,40,N,5' shark,1905,Unprovoked,USA,M,40,Mar,N
1905.03.25,25-Mar-1905,1905.0,USA,Bathing,nan,,,Questionable,1905,No_Info,USA,nan,No_Info,Mar,nan
1905.02.10,10-Feb-1905,1905.0,USA,Bathing,M,23,,Questionable,1905,No_Info,USA,M,23,Feb,nan
1905.01.01,01-Jan-1905,1905.0,USA,Bathing,M,39,,Invalid,1905,No_Info,USA,M,39,Jan,nan
1905.00.00.b,1905,1905.0,USA,Harpooning turtles,nan,,N,20' shark,1905,Boat,USA,nan,No_Info,No_Info,N
1904.11.02,02-Nov-1904,1904.0,USA,Bathing alongside US Naval ship,M,,N,,1904,Unprovoked,USA,M,No_Info,Nov,N
1904.10.11.R,Reported 11-Oct-1904,1904.0,USA,Fell overboard,M,,Y,,1904,Unprovoked,USA,M,No_Info,Oct,Y
1904.09.00,Sep-1904,1904.0,USA,Lost his footing & fell overboard,M,,Y,,1904,Unprovoked,USA,M,No_Info,No_Info,Y
1904.08.00,Aug-1904,1904.0,USA,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,,Y,,1904,Unprovoked,USA,M,No_Info,No_Info,Y
1904.07.28,28-Jul-1904,1904.0,USA,Sailing,M,,N,,1904,Unprovoked,USA,M,No_Info,Jul,N
1904.07.27,27-Jul-1904,1904.0,USA,Swimming,M,,Y,,1904,Unprovoked,USA,M,No_Info,Jul,Y
1904.07.01.R,Reported 01-Jul-1904,1904.0,USA,Swimming,M,,Y,,1904,Unprovoked,USA,M,No_Info,Jul,Y
1904.02.07,07-Feb-1904,1904.0,USA,Swimming after his hat,M,,Y,,1904,Unprovoked,USA,M,No_Info,Feb,Y
1904.02.04,04-Feb-1904,1904.0,USA,Swimming,M,30,Y,,1904,Unprovoked,USA,M,30,Feb,Y
1904.01.23,23-Jan-1904,1904.0,USA,Bathing,M,,Y,,1904,Unprovoked,USA,M,No_Info,Jan,Y
1904.00.00.R,1904,1904.0,USA,Swimming,M,16,Y,,1904,Unprovoked,USA,M,16,No_Info,Y
1904.00.00.c,1904,1904.0,USA,Diving on a wreck,M,,,Questionable,1904,No_Info,USA,M,No_Info,No_Info,nan
1904.00.00.b,1904,1904.0,USA,Bathing,M,,N,,1904,Unprovoked,USA,M,No_Info,No_Info,N
1904.00.00.a,1904,1904.0,USA,Swimming,M,,Y,,1904,Unprovoked,USA,M,No_Info,No_Info,Y
1903.10.04,04-Oct-1903,1903.0,USA,Fell overboard,M,,Y,,1903,Unprovoked,USA,M,No_Info,Oct,Y
1903.09.16.R,Reported 16-Sep-1903,1903.0,USA,Fishing,M,,N,9' shark,1903,Unprovoked,USA,M,No_Info,Sep,N
1903.07.00,July-1903 ,1903.0,USA,"Swimming, after falling overboard",M,28,N,,1903,Unprovoked,USA,M,28,No_Info,N
1903.06.21,21-Jun-1903,1903.0,USA,Swimming,M,,Y,,1903,Unprovoked,USA,M,No_Info,Jun,Y
1903.05.04,04-May-1903,1903.0,USA,Bathing,M,,Y,,1903,Unprovoked,USA,M,No_Info,May,Y
1903.03.20.R,Reported 20-Mar-1903,1903.0,USA,Suicide,M,,Y,,1903,Unprovoked,USA,M,No_Info,Mar,Y
1903.03.12,12-Mar-1903,1903.0,USA,Swimming,M,,Y,,1903,Unprovoked,USA,M,No_Info,Mar,Y
1903.01.10,  10-Jan-1903,1903.0,USA,,M,,Y,Bull shark,1903,Unprovoked,USA,M,No_Info,Jan,Y
1903.00.00.b,Summer of 1903,1903.0,USA,Sponge diving,M,,Y,,1903,Unprovoked,USA,M,No_Info,No_Info,Y
1903.00.00.a,Ca. 1903,1903.0,USA,Fishing,M,,Y,,1903,Unprovoked,USA,M,No_Info,No_Info,Y
1902.12.22.R,Reported 22-Dec-1902,1902.0,USA,Swimming,M,30,Y,,1902,Unprovoked,USA,M,30,Dec,Y
1902.11.10,10-Nov-1902,1902.0,USA,Swimming,M,17,Y,,1902,Unprovoked,USA,M,17,Nov,Y
1902.11.01.R,Reported 01-Nov-1902,1902.0,USA,Fishing,M,,N,,1902,Unprovoked,USA,M,No_Info,Nov,N
1902.08.28.R,Reported 29-Aug-1902,1902.0,USA,Swimming,M,,Y,,1902,Unprovoked,USA,M,No_Info,Aug,Y
1902.08.24.R,Reported 24-Aug-1902,1902.0,USA,Fishing,M,,N,,1902,Boat,USA,M,No_Info,Aug,N
1902.08.08,08-Aug-1902,1902.0,USA,Catching crabs,M,,Y,,1902,Unprovoked,USA,M,No_Info,Aug,Y
1902.07.15,15-Jul-1902,1902.0,USA,Fishing,M,,N,,1902,Provoked,USA,M,No_Info,Jul,N
1902.07.06,06-Jul-1902,1902.0,USA,Swimming,M,,N,,1902,Provoked,USA,M,No_Info,Jul,N
1902.06.02,02-Jun-1902,1902.0,USA,,M,,N,,1902,Unprovoked,USA,M,No_Info,Jun,N
1902.06.00,Jun-1902,1902.0,USA,Sponge diving,M,,N,,1902,Unprovoked,USA,M,No_Info,No_Info,N
1902.04.00,Apr-1902,1902.0,USA,Swimming,M,,,Questionable,1902,No_Info,USA,M,No_Info,No_Info,nan
1902.02.22.R,.Reported 22-Feb-1902,1902.0,USA,Standing on ship deck,M,,N,,1902,Provoked,USA,M,No_Info,Feb,N
1902.01.25.R,Reported 25-Jan-1902,1902.0,USA,Dangling feet in the water,M,,Y,,1902,Unprovoked,USA,M,No_Info,Jan,Y
1902.01.19.R,Reported 19-Jan-1902,1902.0,USA,,M,,,Questionable,1902,No_Info,USA,M,No_Info,Jan,nan
1902.01.19,19-Jan-1902,1902.0,USA,Swimming,M,16,N,,1902,Unprovoked,USA,M,16,Jan,N
1901.12.01,01-Dec-1901,1901.0,USA,Bathing,M,10,N,,1901,Unprovoked,USA,M,10,Dec,N
1901.10.00,Mid Oct-1901,1901.0,USA,Taking catch from a fish weir in which the shark was snared,M,,N,,1901,Unprovoked,USA,M,No_Info,No_Info,N
1901.09.23.R,Reported 23-Sep-1901,1901.0,USA,Swimming,M,Teen,Y,2 m shark,1901,Unprovoked,USA,M,No_Info,Sep,Y
1901.07.30,30-Jul-1901,1901.0,USA,Swimming,M,29,Y,White shark,1901,Unprovoked,USA,M,29,Jul,Y
1901.07.17,17-Jul-1901,1901.0,USA,Swimming,M,20,,Questionable,1901,No_Info,USA,M,20,Jul,nan
1901.06.29.R,Reported 29-Jun-1901,1901.0,USA,Diving around anchored liner,M,,,Questionable,1901,No_Info,USA,M,No_Info,Jun,nan
1901.06.24,24-Jun-1901,1901.0,USA,Swimming,M,,N,,1901,Unprovoked,USA,M,No_Info,Jun,N
1901.01.30,30-Jan-1901,1901.0,USA,Bathing,M,,Y,,1901,Unprovoked,USA,M,No_Info,Jan,Y
1901.00.00,Summer 1901,1901.0,USA,Bathing,M,,N,,1901,Unprovoked,USA,M,No_Info,No_Info,N
1900.12.27,27-Dec-1900,1900.0,USA,Bathing,M,,Y,,1900,Unprovoked,USA,M,No_Info,Dec,Y
1900.11.14,14-Nov-1900,1900.0,USA,Swimming,M,30,Y,,1900,Unprovoked,USA,M,30,Nov,Y
1900.10.27,27-Oct-1900,1900.0,USA,Swimming,M,,,Questionable,1900,No_Info,USA,M,No_Info,Oct,nan
1900.09.15,15-Sep-1900,1900.0,USA,Swimming,M,,N,,1900,Unprovoked,USA,M,No_Info,Sep,N
1900.09.13,13-Sep-1900,1900.0,USA,Diving,M,,UNKNOWN, ,1900,Unprovoked,USA,M,No_Info,Sep,No_Info
1900.09.05,05-Sep-1900,1900.0,USA,Floating,M,,N,,1900,Unprovoked,USA,M,No_Info,Sep,N
1900.08.21,21-Aug-1900,1900.0,USA,Bathing,M,,N,,1900,Unprovoked,USA,M,No_Info,Aug,N
1900.07.31,31-Jul-1900,1900.0,USA,Swimming,M,,Y,,1900,Unprovoked,USA,M,No_Info,Jul,Y
1900.07.14,14-Jul-1900,1900.0,USA,Hunting seashells,M,,,Questionable,1900,No_Info,USA,M,No_Info,Jul,nan
1900.07.00,Late Jul-1900,1900.0,USA, ,nan,,N,,1900,Provoked,USA,nan,No_Info,No_Info,N
1900.01.28,  28-Jan-1900,1900.0,USA,"Standing, gathering oysters",M,,N,,1900,Unprovoked,USA,M,No_Info,Jan,N
1900.00.00.b,Early 1900s,1900.0,USA,,M,,N,,1900,Unprovoked,USA,M,No_Info,No_Info,N
1900.00.00.a,Ca. 1900,1900.0,USA,Swimming,M,,N,,1900,Unprovoked,USA,M,No_Info,No_Info,N
1899.12.18,18-Dec-1899,1899.0,USA,Fell into the water,M,,N,,1899,Unprovoked,USA,M,No_Info,Dec,N
1899.11.20,20-Nov-1899,1899.0,USA,Sea Disaster,nan,,Y,,1899,Sea Disaster,USA,nan,No_Info,Nov,Y
1899.10.28,28-Oct-1899,1899.0,USA,Fishing for squid,nan,,N,20' shark,1899,Boat,USA,nan,No_Info,Oct,N
1899.10.12.b,Reported 12-Oct-1899,1899.0,USA,Diving,M,,N,,1899,Unprovoked,USA,M,No_Info,Oct,N
1899.10.12.a,Reported 12-Oct-1899,1899.0,USA,Sponge diving,M,,Y,,1899,Unprovoked,USA,M,No_Info,Oct,Y
1899.09.11.R,Reported 11-Sep-1899,1899.0,USA,Swimming,M,,Y,,1899,Unprovoked,USA,M,No_Info,Sep,Y
1899.08.23.R,Reported 23-Aug-1899,1899.0,USA,Hunting sharks,M,,Y,Basking shark,1899,Provoked,USA,M,No_Info,Aug,Y
1899.08.15,15-Aug-1899,1899.0,USA,Swimming,M,15,Y,3 m [10'] shark,1899,Unprovoked,USA,M,15,Aug,Y
1899.08.08.c,08-Aug-1899,1899.0,USA,Floating on his back,M,9,N,,1899,Unprovoked,USA,M,9,Aug,N
1899.08.08.b,08-Aug-1899,1899.0,USA,Bathing,M,19,N,,1899,Unprovoked,USA,M,19,Aug,N
1899.08.08.a,08-Aug-1899,1899.0,USA,Bathing,M,13,N,,1899,Unprovoked,USA,M,13,Aug,N
1899.07.08.R,Reported 08-Jul-1899,1899.0,USA,Fell overboard ,M,,Y,,1899,Unprovoked,USA,M,No_Info,Jul,Y
1899.06.07,07-Jun-1899,1899.0,USA,Fishing,M,,N,70 kg shark,1899,Provoked,USA,M,No_Info,Jun,N
1899.06.02,  02-Jun-1899,1899.0,USA,Attempting to land a boat from the Hinemoa,M,,,Shark involvement not confirmed,1899,No_Info,USA,M,No_Info,Jun,nan
1899.05.28,28-May-1899,1899.0,USA,Swimming,M,,,Shark involvement not confirmed,1899,No_Info,USA,M,No_Info,May,nan
1899.05.04.R,Reported 04-May-1899,1899.0,USA,Bathing,M,,Y,,1899,Unprovoked,USA,M,No_Info,May,Y
1899.01.28,28-Jan-1899,1899.0,USA,Bathing,F,13,,Questionable,1899,No_Info,USA,F,13,Jan,nan
1899.00.00.c,1899 During the Seige of Ladysmith,1899.0,USA,Dangling feet in the water,M,,N,,1899,Unprovoked,USA,M,No_Info,No_Info,N
1899.00.00.b,1899,1899.0,USA,Rowing,M,,N,,1899,Boat,USA,M,No_Info,No_Info,N
1899.00.00.a,Ca. 1899,1899.0,USA,Hunting crayfish,M,,N,1.5 m [5'] shark,1899,Unprovoked,USA,M,No_Info,No_Info,N
1898.12.28.R,Reported 28-Dec-1898,1898.0,USA,Fell oveboard,M,,Y,,1898,Unprovoked,USA,M,No_Info,Dec,Y
1898.10.28,28-Oct-1898,1898.0,USA,Jumped overboard,M,,Y,,1898,Unprovoked,USA,M,No_Info,Oct,Y
1898.09.19.b.R,Reported 19-Sep-1898,1898.0,USA,Diving,M,,N,,1898,Unprovoked,USA,M,No_Info,Sep,N
1898.09.19.a.R,Reported 19-Sep-1898,1898.0,USA,Diving,M,,N,,1898,Unprovoked,USA,M,No_Info,Sep,N
1898.09.07.R,Reported 07-Sep-1898,1898.0,USA,Fell overboard,M,,Y,,1898,Unprovoked,USA,M,No_Info,Sep,Y
1898.08.22,22-Aug-1898,1898.0,USA,Swimming,M,,N,,1898,Unprovoked,USA,M,No_Info,Aug,N
1898.07.26.R,Reported 26-Jul-1898,1898.0,USA,Swimming after their boat capsized,M,,,Questionable,1898,No_Info,USA,M,No_Info,Jul,nan
1898.07.15,15-Jul-1898,1898.0,USA,Swimming at side of small boat,M,24,Y,,1898,Unprovoked,USA,M,24,Jul,Y
1898.07.14,14-Jul-1898,1898.0,USA,Standing,M,22,Y,,1898,Unprovoked,USA,M,22,Jul,Y
1898.07.00, Jul-1898,1898.0,USA,Swimming,M,,Y,,1898,Unprovoked,USA,M,No_Info,No_Info,Y
1898.06.22,22-Jun-1898,1898.0,USA,boat from City of Naples capsized,M,,Y,,1898,Unprovoked,USA,M,No_Info,Jun,Y
1898.04.13,13-Apr-1898,1898.0,USA,The cutter Francis Adams foundered,M,,N,,1898,Sea Disaster,USA,M,No_Info,Apr,N
1898.01.24,1898.01.24,1898.0,USA,Swimming,M,,Y,,1898,Unprovoked,USA,M,No_Info,No_Info,Y
1898.00.00.R,Reported 1898,1898.0,USA,Sponge divers,M,,,Questionable,1898,No_Info,USA,M,No_Info,No_Info,nan
1898.00.00.f,1898,1898.0,USA,Fishing (Seining),M,15,N,White shark,1898,Unprovoked,USA,M,15,No_Info,N
1898.00.00.e,1898 (soon after the close of the Spanish-American War),1898.0,USA,13 men in the water after sailboat capsized & sank,M,,Y,,1898,Unprovoked,USA,M,No_Info,No_Info,Y
1898.00.00.d,1898,1898.0,USA,Trailing hand in the water,F,,N,,1898,Unprovoked,USA,F,No_Info,No_Info,N
1898.00.00.c,1898,1898.0,USA,Attempting to escape by swimming to shore,M,,Y,,1898,Unprovoked,USA,M,No_Info,No_Info,Y
1898.00.00.b,1898-1899,1898.0,USA,,M,,N,,1898,Unprovoked,USA,M,No_Info,No_Info,N
1898.00.00.a,Summer of 1898,1898.0,USA,Diving for coins,M,,Y,,1898,Unprovoked,USA,M,No_Info,No_Info,Y
1898.00.00 g,1898,1898.0,USA,Loss of the schooner Nomad,M,,Y,,1898,Sea Disaster,USA,M,No_Info,No_Info,Y
1897.12.04.R,Reported 04-Dec-1897,1897.0,USA,Angling,M,,N,,1897,Provoked,USA,M,No_Info,Dec,N
1897.10.15,15-Oct-1897,1897.0,USA,Diving,M,,,Questionable,1897,No_Info,USA,M,No_Info,Oct,nan
1897.10.05.R,Reported 05-Oct-1897,1897.0,USA,Fishing,nan,,Y,3 sharks,1897,Unprovoked,USA,nan,No_Info,Oct,Y
1897.09.17,17-Sep-1897,1897.0,USA,Fishing,M,,N,"13'10"" shark",1897,Provoked,USA,M,No_Info,Sep,N
1897.09.06,06-Sep-1897,1897.0,USA,Standing,M,,N,,1897,Unprovoked,USA,M,No_Info,Sep,N
1897.07.21,21-Jul-1897,1897.0,USA,Wading after stray fish from seine netters catch,M,,Y,,1897,Unprovoked,USA,M,No_Info,Jul,Y
1897.06.09,09-Jun-1897,1897.0,USA,Wreck of the steamship Sultan of Bombay,nan,,Y,,1897,Sea Disaster,USA,nan,No_Info,Jun,Y
1897.03.15.b.R,Reported 15-Mar-1897,1897.0,USA,Swimming,M,,Y,,1897,Unprovoked,USA,M,No_Info,Mar,Y
1897.03.15.a.R,Reported 15-Mar-1897,1897.0,USA,Fishing,M,,Y,,1897,Unprovoked,USA,M,No_Info,Mar,Y
1897.00.00.b,1897,1897.0,USA,,M,,N,,1897,Unprovoked,USA,M,No_Info,No_Info,N
1897.00.00.a,1897,1897.0,USA,,nan,,UNKNOWN,,1897,Unprovoked,USA,nan,No_Info,No_Info,No_Info
1896.12.23,23-Decp1896,1896.0,USA,Fishing,M,,N,12' to 14' shark,1896,Boat,USA,M,No_Info,No_Info,N
1896.12.20,20-Dec-1896,1896.0,USA,Bathing,M,26,Y,,1896,Unprovoked,USA,M,26,Dec,Y
1896.12.17.R,Reported 17-Dec-1896,1896.0,USA,,M,,Y,,1896,Unprovoked,USA,M,No_Info,Dec,Y
1896.11.29,29-Nov-1896,1896.0,USA,Swimming,M,,Y,,1896,Unprovoked,USA,M,No_Info,Nov,Y
1896.11.01,01-Nov-1896,1896.0,USA,Boat swamped,M,,Y,,1896,Unprovoked,USA,M,No_Info,Nov,Y
1896.09.11.R,Reported 11-Sep-1896,1896.0,USA,Diving,M,,N,,1896,Unprovoked,USA,M,No_Info,Sep,N
1896.07.25,25-Jul-1896,1896.0,USA,Fishing,M,35,Y,,1896,Unprovoked,USA,M,35,Jul,Y
1896.06.21.R,Reported 21-Jun-1896,1896.0,USA,Bathing,M,,N,,1896,Unprovoked,USA,M,No_Info,Jun,N
1896.01.11, 11-Jan-1896,1896.0,USA,Bathing,M,11,Y,,1896,Unprovoked,USA,M,11,Jan,Y
1896.00.00.b,1896,1896.0,USA,"Swimming ashore from a ""filibuster""",M,,Y,,1896,Unprovoked,USA,M,No_Info,No_Info,Y
1896.00.00.a,1896,1896.0,USA,Wading,M,15,N,,1896,Unprovoked,USA,M,15,No_Info,N
1895.12.09,09-Dec-1895,1895.0,USA,Bathing,M,14,Y,,1895,Unprovoked,USA,M,14,Dec,Y
1895.11.21.R,Reported 21-Nov-1895,1895.0,USA,Diving for coins,M,,N,,1895,Unprovoked,USA,M,No_Info,Nov,N
1895.11.16,16-Nov-1895,1895.0,USA,Fishing,M,,Y,,1895,Unprovoked,USA,M,No_Info,Nov,Y
1895.09.18,18-Sep-1895,1895.0,USA,Shipwreck,M,,,Questionable,1895,Sea Disaster,USA,M,No_Info,Sep,nan
1895.09.14.R,Reported 14-Sep-1895,1895.0,USA,Diving for coins,M,,Y,,1895,Unprovoked,USA,M,No_Info,Sep,Y
1895.09.00,Sep-1895,1895.0,USA,Fishing,nan,,N,5' shark,1895,Provoked,USA,nan,No_Info,No_Info,N
1895.08.11,11-Aug-1895,1895.0,USA,Swimming,M,26,Y,,1895,Unprovoked,USA,M,26,Aug,Y
1895.08.02,2-Aug-1895,1895.0,USA,Fishing,M,,N,,1895,Unprovoked,USA,M,No_Info,Aug,N
1895.07.16.R,Reported 16-Jul-1895,1895.0,USA,Hunting seals,M,,Y,,1895,Unprovoked,USA,M,No_Info,Jul,Y
1895.06.13.R,Reported 13-Jun-1895,1895.0,USA,Diving,M,,N,,1895,Unprovoked,USA,M,No_Info,Jun,N
1895.06.03.R,Reported 03-Jun-1895,1895.0,USA,Pearl diving,M,,Y,,1895,Unprovoked,USA,M,No_Info,Jun,Y
1895.05.21,21-May-1895,1895.0,USA,Sea Disaster : Wreck of the Carrie E. Long,M,,N,,1895,Sea Disaster,USA,M,No_Info,May,N
1895.05.03,03-May-1895,1895.0,USA,"""Boat accident""",M,,Y,,1895,Unprovoked,USA,M,No_Info,May,Y
1895.04.29,29-Apr-1895,1895.0,USA,"""Crossing the river""",M,28,Y,,1895,Unprovoked,USA,M,28,Apr,Y
1895.04.23,23-Apr-1895,1895.0,USA,Swimming,M,,N,,1895,Unprovoked,USA,M,No_Info,Apr,N
